locus_tag	ins_index.NSES	ins_index.WTES
R7A2020_07975	0.102	0.099
R7A2020_07980	0.209	0.195
R7A2020_07985	0.188	0.188
R7A2020_07990	0.176	0.152
R7A2020_07995	0.165	0.184
R7A2020_08000	0.187	0.160
R7A2020_08005	0.002	0.002
R7A2020_08010	0.113	0.076
R7A2020_08015	0.047	0.034
R7A2020_08020	0.000	0.045
R7A2020_08025	0.015	0.045
R7A2020_08030	0.025	0.020
R7A2020_08035	0.000	0.020
R7A2020_08040	0.090	0.060
R7A2020_08040	0.090	0.060
R7A2020_08045	0.154	0.149
R7A2020_08050	0.162	0.135
R7A2020_08055	0.048	0.037
R7A2020_08060	0.045	0.030
R7A2020_08065	0.015	0.030
R7A2020_08070	0.023	0.019
R7A2020_08075	0.020	0.030
R7A2020_08080	0.045	0.060
R7A2020_08080	0.045	0.060
R7A2020_08085	0.169	0.174
R7A2020_08090	0.160	0.178
R7A2020_08095	0.202	0.190
R7A2020_08100	0.177	0.167
R7A2020_08105	0.137	0.168
R7A2020_08110	0.179	0.170
R7A2020_08115	0.152	0.167
R7A2020_08120	0.145	0.146
R7A2020_08125	0.173	0.193
R7A2020_08130	0.154	0.153
R7A2020_08135	0.168	0.135
R7A2020_08140	0.183	0.167
R7A2020_08145	0.136	0.141
R7A2020_08150	0.127	0.153
R7A2020_08155	0.214	0.173
R7A2020_08160	0.186	0.183
R7A2020_08165	0.196	0.162
R7A2020_08170	0.169	0.143
R7A2020_08175	0.097	0.078
R7A2020_08180	0.112	0.118
R7A2020_08185	0.163	0.180
R7A2020_08190	0.199	0.210
R7A2020_08195	0.216	0.228
R7A2020_08200	0.205	0.194
R7A2020_08205	0.120	0.129
R7A2020_08210	0.125	0.094
R7A2020_08215	0.123	0.110
R7A2020_08220	0.154	0.148
R7A2020_08225	0.189	0.179
R7A2020_08230	0.174	0.179
R7A2020_08235	0.201	0.196
R7A2020_08240	0.145	0.141
R7A2020_08245	0.173	0.155
R7A2020_08250	0.142	0.165
R7A2020_08255	0.185	0.202
R7A2020_08260	0.156	0.148
R7A2020_08265	0.154	0.202
R7A2020_08270	0.176	0.155
R7A2020_08275	0.150	0.142
R7A2020_08280	0.177	0.192
R7A2020_08285	0.144	0.168
R7A2020_08290	0.157	0.150
R7A2020_08295	0.165	0.159
R7A2020_08300	0.116	0.120
R7A2020_08305	0.132	0.133
R7A2020_08310	0.122	0.121
R7A2020_08315	0.141	0.127
R7A2020_08320	0.188	0.188
R7A2020_08325	0.170	0.144
R7A2020_08330	0.163	0.171
R7A2020_08335	0.128	0.148
R7A2020_08340	0.140	0.140
R7A2020_08345	0.167	0.193
R7A2020_08350	0.140	0.137
R7A2020_08355	0.143	0.172
R7A2020_08360	0.140	0.163
R7A2020_08365	0.158	0.160
R7A2020_08370	0.171	0.127
R7A2020_08375	0.152	0.139
R7A2020_08380	0.152	0.139
R7A2020_08385	0.154	0.131
R7A2020_08390	0.198	0.196
R7A2020_08395	0.125	0.137
R7A2020_08400	0.135	0.144
R7A2020_08405	0.142	0.134
R7A2020_08410	0.138	0.148
R7A2020_08415	0.129	0.166
R7A2020_08420	0.079	0.065
R7A2020_08425	0.165	0.167
R7A2020_08430	0.155	0.169
R7A2020_08435	0.180	0.162
R7A2020_08440	0.175	0.171
R7A2020_08445	0.139	0.137
R7A2020_08450	0.115	0.138
R7A2020_08455	0.158	0.148
R7A2020_08460	0.167	0.164
R7A2020_08465	0.140	0.128
R7A2020_08470	0.180	0.175
R7A2020_08475	0.219	0.197
R7A2020_08480	0.167	0.160
R7A2020_08485	0.132	0.127
R7A2020_08490	0.164	0.142
R7A2020_08495	0.164	0.156
R7A2020_08500	0.103	0.123
R7A2020_08505	0.096	0.080
R7A2020_08510	0.150	0.158
R7A2020_08515	0.116	0.104
R7A2020_08520	0.065	0.073
R7A2020_08525	0.176	0.165
R7A2020_08530	0.002	0.000
R7A2020_08535	0.103	0.155
R7A2020_08540	0.110	0.092
R7A2020_08545	0.103	0.135
R7A2020_08550	0.147	0.151
R7A2020_08555	0.194	0.194
R7A2020_08560	0.125	0.123
R7A2020_08565	0.128	0.124
R7A2020_08570	0.164	0.147
R7A2020_08575	0.167	0.141
R7A2020_08580	0.148	0.154
R7A2020_08585	0.147	0.147
R7A2020_08590	0.130	0.140
R7A2020_08595	0.176	0.171
R7A2020_08600	0.175	0.176
R7A2020_08605	0.135	0.141
R7A2020_08610	0.107	0.136
R7A2020_08615	0.165	0.125
R7A2020_08620	0.121	0.103
R7A2020_08625	0.110	0.130
R7A2020_08630	0.101	0.081
R7A2020_08635	0.107	0.100
R7A2020_08640	0.127	0.118
R7A2020_08645	0.131	0.120
R7A2020_08650	0.120	0.117
R7A2020_08655	0.123	0.140
R7A2020_08660	0.155	0.145
R7A2020_08665	0.167	0.170
R7A2020_08670	0.131	0.131
R7A2020_08675	0.120	0.141
R7A2020_08680	0.087	0.082
R7A2020_08685	0.159	0.146
R7A2020_08690	0.126	0.094
R7A2020_08695	0.148	0.119
R7A2020_08700	0.138	0.132
R7A2020_08705	0.132	0.140
R7A2020_08710	0.069	0.069
R7A2020_08715	0.039	0.035
R7A2020_08720	0.100	0.091
R7A2020_08725	0.045	0.043
R7A2020_08730	0.104	0.079
R7A2020_08735	0.166	0.182
R7A2020_08740	0.117	0.062
R7A2020_08740	0.117	0.062
R7A2020_08745	0.090	0.080
R7A2020_08750	0.162	0.139
R7A2020_08755	0.203	0.176
R7A2020_08760	0.118	0.162
R7A2020_08765	0.199	0.161
R7A2020_08770	0.128	0.125
R7A2020_08775	0.054	0.043
R7A2020_08775	0.054	0.043
R7A2020_08775	0.054	0.043
R7A2020_08780	0.125	0.151
R7A2020_08785	0.187	0.171
R7A2020_08790	0.128	0.146
R7A2020_08795	0.155	0.155
R7A2020_08800	0.122	0.124
R7A2020_08805	0.172	0.151
R7A2020_08810	0.195	0.197
R7A2020_08815	0.170	0.184
R7A2020_08820	0.094	0.058
R7A2020_08825	0.011	0.017
R7A2020_08830	0.154	0.156
R7A2020_08835	0.108	0.095
R7A2020_08840	0.146	0.154
R7A2020_08845	0.231	0.224
R7A2020_08850	0.270	0.208
R7A2020_08855	0.005	0.005
R7A2020_08860	0.157	0.156
R7A2020_08865	0.145	0.130
R7A2020_08870	0.191	0.165
R7A2020_08875	0.249	0.180
R7A2020_08880	0.132	0.140
R7A2020_08885	0.220	0.201
R7A2020_08890	0.168	0.130
R7A2020_08895	0.000	0.000
R7A2020_08900	0.220	0.183
R7A2020_08905	0.002	0.005
R7A2020_08910	0.000	0.000
R7A2020_08915	0.011	0.009
R7A2020_08920	0.130	0.115
R7A2020_08925	0.108	0.094
R7A2020_08930	0.015	0.025
R7A2020_08935	0.100	0.086
R7A2020_08940	0.110	0.091
R7A2020_08945	0.184	0.175
R7A2020_08950	0.166	0.158
R7A2020_08955	0.175	0.186
R7A2020_08960	0.183	0.171
R7A2020_08965	0.134	0.165
R7A2020_08970	0.178	0.167
R7A2020_08975	0.164	0.125
R7A2020_08980	0.130	0.117
R7A2020_08985	0.168	0.180
R7A2020_08990	0.147	0.132
R7A2020_08995	0.135	0.145
R7A2020_09000	0.188	0.212
R7A2020_09005	0.224	0.172
R7A2020_09010	0.133	0.107
R7A2020_09015	0.150	0.155
R7A2020_09020	0.152	0.161
R7A2020_09025	0.118	0.111
R7A2020_09030	0.128	0.121
R7A2020_09035	0.174	0.184
R7A2020_09040	0.006	0.009
R7A2020_09045	0.001	0.000
R7A2020_09050	0.000	0.003
R7A2020_09055	0.198	0.177
R7A2020_09060	0.142	0.140
R7A2020_09065	0.192	0.188
R7A2020_09070	0.214	0.179
R7A2020_09075	0.164	0.173
R7A2020_09080	0.191	0.149
R7A2020_09085	0.164	0.178
R7A2020_09090	0.194	0.169
R7A2020_09095	0.147	0.139
R7A2020_09100	0.156	0.196
R7A2020_09105	0.123	0.152
R7A2020_09110	0.214	0.176
R7A2020_09115	0.183	0.140
R7A2020_09120	0.109	0.152
R7A2020_09125	0.178	0.169
R7A2020_09130	0.026	0.013
R7A2020_09135	0.084	0.055
R7A2020_09140	0.218	0.199
R7A2020_09145	0.109	0.086
R7A2020_09150	0.068	0.058
R7A2020_09155	0.160	0.173
R7A2020_09160	0.160	0.149
R7A2020_09165	0.107	0.081
R7A2020_09170	0.105	0.098
R7A2020_09175	0.054	0.054
R7A2020_09180	0.123	0.122
R7A2020_09185	0.135	0.121
R7A2020_09190	0.118	0.059
R7A2020_09190	0.118	0.059
R7A2020_09195	0.123	0.101
R7A2020_09200	0.089	0.085
R7A2020_09205	0.135	0.100
R7A2020_09210	0.094	0.089
R7A2020_09215	0.178	0.162
R7A2020_09220	0.129	0.139
R7A2020_09225	0.039	0.039
R7A2020_09230	0.193	0.166
R7A2020_09235	0.130	0.150
R7A2020_09240	0.204	0.211
R7A2020_09245	0.231	0.177
R7A2020_09250	0.211	0.209
R7A2020_09255	0.177	0.186
R7A2020_09260	0.190	0.182
R7A2020_09265	0.152	0.157
R7A2020_09270	0.174	0.201
R7A2020_09275	0.085	0.096
R7A2020_09280	0.026	0.026
R7A2020_09285	0.133	0.170
R7A2020_09290	0.216	0.191
R7A2020_09295	0.213	0.152
R7A2020_09300	0.184	0.180
R7A2020_09305	0.156	0.175
R7A2020_09310	0.146	0.130
R7A2020_09315	0.152	0.150
R7A2020_09320	0.173	0.159
R7A2020_09325	0.113	0.117
R7A2020_09330	0.211	0.178
R7A2020_09335	0.169	0.170
R7A2020_09340	0.131	0.131
R7A2020_09345	0.102	0.120
R7A2020_09350	0.162	0.142
R7A2020_09355	0.135	0.121
R7A2020_09360	0.000	0.002
R7A2020_09365	0.145	0.165
R7A2020_09370	0.199	0.201
R7A2020_09375	0.204	0.201
R7A2020_09380	0.159	0.171
R7A2020_09385	0.147	0.166
R7A2020_09390	0.142	0.163
R7A2020_09395	0.117	0.091
R7A2020_09400	0.211	0.221
R7A2020_09405	0.184	0.179
R7A2020_09410	0.164	0.146
R7A2020_09415	0.157	0.160
R7A2020_09420	0.107	0.126
R7A2020_09425	0.137	0.164
R7A2020_09430	0.103	0.093
R7A2020_09435	0.114	0.114
R7A2020_09440	0.147	0.150
R7A2020_09445	0.155	0.148
R7A2020_09450	0.142	0.158
R7A2020_09455	0.116	0.138
R7A2020_09460	0.148	0.151
R7A2020_09465	0.153	0.145
R7A2020_09470	0.172	0.159
R7A2020_09475	0.176	0.197
R7A2020_09480	0.144	0.156
R7A2020_09485	0.151	0.202
R7A2020_09490	0.149	0.144
R7A2020_09495	0.164	0.154
R7A2020_09500	0.114	0.120
R7A2020_09505	0.148	0.175
R7A2020_09510	0.170	0.159
R7A2020_09515	0.142	0.152
R7A2020_09520	0.191	0.166
R7A2020_09525	0.168	0.155
R7A2020_09530	0.163	0.165
R7A2020_09535	0.168	0.176
R7A2020_09540	0.184	0.191
R7A2020_09545	0.134	0.154
R7A2020_09550	0.162	0.167
R7A2020_09555	0.136	0.139
R7A2020_09560	0.031	0.031
R7A2020_09565	0.016	0.006
R7A2020_09570	0.166	0.150
R7A2020_09575	0.131	0.147
R7A2020_09580	0.161	0.174
R7A2020_09585	0.214	0.171
R7A2020_09590	0.224	0.231
R7A2020_09595	0.186	0.202
R7A2020_09600	0.173	0.125
R7A2020_09605	0.138	0.151
R7A2020_09610	0.059	0.043
R7A2020_09610	0.059	0.043
R7A2020_09615	0.045	0.048
R7A2020_09620	0.145	0.130
R7A2020_09625	0.142	0.134
R7A2020_09630	0.165	0.162
R7A2020_09635	0.227	0.214
R7A2020_09640	0.000	0.002
R7A2020_09645	0.174	0.174
R7A2020_09650	0.138	0.138
R7A2020_09655	0.188	0.178
R7A2020_09660	0.006	0.002
R7A2020_09665	0.145	0.125
R7A2020_09670	0.084	0.105
R7A2020_09675	0.044	0.042
R7A2020_09680	0.211	0.181
R7A2020_09685	0.180	0.200
R7A2020_09690	0.193	0.173
R7A2020_09695	0.130	0.134
R7A2020_09700	0.199	0.209
R7A2020_09705	0.192	0.167
R7A2020_09710	0.126	0.131
R7A2020_09715	0.219	0.208
R7A2020_09720	0.205	0.187
R7A2020_09725	0.057	0.060
R7A2020_09730	0.179	0.179
R7A2020_09735	0.224	0.224
R7A2020_09740	0.055	0.090
R7A2020_09745	0.159	0.173
R7A2020_09750	0.173	0.200
R7A2020_09755	0.150	0.124
R7A2020_09760	0.199	0.220
R7A2020_09765	0.181	0.166
R7A2020_09770	0.165	0.161
R7A2020_09775	0.168	0.147
R7A2020_09780	0.211	0.186
R7A2020_09785	0.123	0.117
R7A2020_09790	0.167	0.140
R7A2020_09795	0.211	0.200
R7A2020_09800	0.146	0.139
R7A2020_09805	0.184	0.169
R7A2020_09810	0.204	0.178
R7A2020_09815	0.132	0.104
R7A2020_09820	0.148	0.136
R7A2020_09825	0.177	0.152
R7A2020_09830	0.146	0.164
R7A2020_09835	0.171	0.143
R7A2020_09840	0.177	0.168
R7A2020_09845	0.129	0.134
R7A2020_09850	0.177	0.163
R7A2020_09855	0.144	0.144
R7A2020_09860	0.153	0.141
R7A2020_09865	0.137	0.129
R7A2020_09870	0.148	0.145
R7A2020_09875	0.184	0.157
R7A2020_09880	0.042	0.031
R7A2020_09885	0.053	0.056
R7A2020_09885	0.053	0.056
R7A2020_09885	0.053	0.056
R7A2020_09890	0.152	0.171
R7A2020_09895	0.169	0.164
R7A2020_09900	0.149	0.130
R7A2020_09905	0.193	0.198
R7A2020_09910	0.151	0.160
R7A2020_09915	0.220	0.211
R7A2020_09920	0.197	0.221
R7A2020_09925	0.194	0.175
R7A2020_09930	0.182	0.172
R7A2020_09935	0.167	0.167
R7A2020_09940	0.164	0.190
R7A2020_09945	0.135	0.177
R7A2020_09950	0.101	0.111
R7A2020_09955	0.178	0.169
R7A2020_09960	0.154	0.149
R7A2020_09965	0.178	0.182
R7A2020_09970	0.125	0.077
R7A2020_09975	0.118	0.138
R7A2020_09980	0.134	0.140
R7A2020_09985	0.190	0.203
R7A2020_09990	0.165	0.172
R7A2020_09995	0.189	0.170
R7A2020_10000	0.172	0.162
R7A2020_10005	0.211	0.188
R7A2020_10010	0.173	0.201
R7A2020_10015	0.143	0.165
R7A2020_10020	0.206	0.173
R7A2020_10025	0.148	0.181
R7A2020_10030	0.134	0.150
R7A2020_10035	0.177	0.164
R7A2020_10040	0.208	0.154
R7A2020_10045	0.198	0.176
R7A2020_10050	0.264	0.214
R7A2020_10055	0.146	0.163
R7A2020_10060	0.167	0.179
R7A2020_10065	0.196	0.194
R7A2020_10070	0.212	0.212
R7A2020_10075	0.134	0.155
R7A2020_10080	0.151	0.170
R7A2020_10085	0.166	0.154
R7A2020_10090	0.249	0.234
R7A2020_10095	0.212	0.188
R7A2020_10100	0.185	0.178
R7A2020_10105	0.176	0.174
R7A2020_10110	0.173	0.148
R7A2020_10115	0.148	0.162
R7A2020_10120	0.174	0.198
R7A2020_10125	0.193	0.179
R7A2020_10130	0.179	0.181
R7A2020_10135	0.176	0.154
R7A2020_10140	0.201	0.188
R7A2020_10145	0.160	0.155
R7A2020_10150	0.146	0.139
R7A2020_10155	0.129	0.135
R7A2020_10160	0.161	0.149
R7A2020_10165	0.147	0.160
R7A2020_10170	0.149	0.121
R7A2020_10175	0.181	0.149
R7A2020_10180	0.001	0.000
R7A2020_10185	0.063	0.042
R7A2020_10185	0.063	0.042
R7A2020_10190	0.179	0.160
R7A2020_10195	0.094	0.088
R7A2020_10200	0.174	0.157
R7A2020_10205	0.196	0.178
R7A2020_10210	0.153	0.157
R7A2020_10215	0.125	0.128
R7A2020_10220	0.150	0.146
R7A2020_10225	0.147	0.131
R7A2020_10230	0.159	0.162
R7A2020_10235	0.184	0.161
R7A2020_10240	0.186	0.153
R7A2020_10245	0.115	0.132
R7A2020_10250	0.156	0.167
R7A2020_10255	0.210	0.231
R7A2020_10260	0.203	0.201
R7A2020_10265	0.168	0.184
R7A2020_10270	0.165	0.154
R7A2020_10275	0.136	0.156
R7A2020_10280	0.173	0.177
R7A2020_10285	0.172	0.187
R7A2020_10290	0.132	0.146
R7A2020_10295	0.168	0.175
R7A2020_10300	0.204	0.206
R7A2020_10305	0.102	0.084
R7A2020_10310	0.169	0.155
R7A2020_10315	0.077	0.065
R7A2020_10320	0.206	0.183
R7A2020_10325	0.189	0.149
R7A2020_10330	0.177	0.172
R7A2020_10335	0.135	0.109
R7A2020_10340	0.205	0.209
R7A2020_10345	0.128	0.186
R7A2020_10350	0.156	0.200
R7A2020_10355	0.144	0.156
R7A2020_10360	0.143	0.169
R7A2020_10365	0.130	0.105
R7A2020_10370	0.145	0.143
R7A2020_10375	0.197	0.197
R7A2020_10380	0.168	0.165
R7A2020_10385	0.085	0.092
R7A2020_10390	0.134	0.085
R7A2020_10395	0.122	0.137
R7A2020_10400	0.171	0.203
R7A2020_10405	0.166	0.168
R7A2020_10410	0.150	0.136
R7A2020_10415	0.205	0.219
R7A2020_10420	0.000	0.015
R7A2020_10425	0.001	0.000
R7A2020_10430	0.010	0.011
R7A2020_10435	0.000	0.000
R7A2020_10440	0.208	0.195
R7A2020_10445	0.191	0.150
R7A2020_10450	0.025	0.028
R7A2020_10455	0.000	0.002
R7A2020_10460	0.140	0.137
R7A2020_10465	0.006	0.004
R7A2020_10470	0.112	0.104
R7A2020_10475	0.177	0.166
R7A2020_10480	0.168	0.149
R7A2020_10485	0.082	0.054
R7A2020_10490	0.176	0.154
R7A2020_10495	0.201	0.171
R7A2020_10500	0.141	0.145
R7A2020_10505	0.147	0.142
R7A2020_10510	0.096	0.071
R7A2020_10515	0.116	0.123
R7A2020_10520	0.011	0.023
R7A2020_10525	0.177	0.198
R7A2020_10530	0.202	0.196
R7A2020_10535	0.171	0.140
R7A2020_10540	0.154	0.159
R7A2020_10545	0.187	0.165
R7A2020_10550	0.136	0.148
R7A2020_10555	0.186	0.149
R7A2020_10560	0.185	0.203
R7A2020_10565	0.142	0.115
R7A2020_10570	0.180	0.173
R7A2020_10575	0.208	0.186
R7A2020_10580	0.182	0.183
R7A2020_10585	0.152	0.163
R7A2020_10590	0.143	0.168
R7A2020_10595	0.141	0.154
R7A2020_10600	0.136	0.153
R7A2020_10605	0.165	0.163
R7A2020_10610	0.211	0.182
R7A2020_10615	0.190	0.200
R7A2020_10620	0.142	0.169
R7A2020_10625	0.158	0.158
R7A2020_10630	0.164	0.153
R7A2020_10635	0.187	0.161
R7A2020_10640	0.180	0.184
R7A2020_10645	0.113	0.135
R7A2020_10650	0.135	0.146
R7A2020_10655	0.158	0.135
R7A2020_10660	0.164	0.146
R7A2020_10665	0.141	0.109
R7A2020_10670	0.170	0.161
R7A2020_10675	0.154	0.190
R7A2020_10680	0.183	0.181
R7A2020_10685	0.208	0.209
R7A2020_10690	0.142	0.155
R7A2020_10695	0.173	0.174
R7A2020_10700	0.218	0.212
R7A2020_10705	0.237	0.185
R7A2020_10710	0.171	0.165
R7A2020_10715	0.214	0.185
R7A2020_10720	0.145	0.157
R7A2020_10725	0.170	0.117
R7A2020_10730	0.104	0.141
R7A2020_10735	0.264	0.192
R7A2020_10740	0.160	0.128
R7A2020_10745	0.149	0.147
R7A2020_10750	0.185	0.149
R7A2020_10755	0.168	0.152
R7A2020_10760	0.142	0.175
R7A2020_10765	0.154	0.139
R7A2020_10770	0.109	0.094
R7A2020_10775	0.181	0.170
R7A2020_10780	0.215	0.150
R7A2020_10785	0.107	0.101
R7A2020_10790	0.000	0.004
R7A2020_10795	0.149	0.113
R7A2020_10800	0.173	0.129
R7A2020_10805	0.191	0.191
R7A2020_10810	0.136	0.135
R7A2020_10815	0.195	0.169
R7A2020_10820	0.174	0.169
R7A2020_10825	0.185	0.168
R7A2020_10830	0.120	0.120
R7A2020_10835	0.167	0.163
R7A2020_10840	0.129	0.153
R7A2020_10845	0.105	0.084
R7A2020_10850	0.111	0.099
R7A2020_10855	0.103	0.100
R7A2020_10860	0.157	0.150
R7A2020_10865	0.169	0.150
R7A2020_10870	0.177	0.167
R7A2020_10875	0.148	0.138
R7A2020_10880	0.155	0.160
R7A2020_10885	0.155	0.167
R7A2020_10890	0.149	0.145
R7A2020_10895	0.169	0.172
R7A2020_10900	0.078	0.081
R7A2020_10905	0.024	0.033
R7A2020_10910	0.013	0.011
R7A2020_10915	0.104	0.085
R7A2020_10920	0.153	0.172
R7A2020_10925	0.198	0.171
R7A2020_10930	0.194	0.177
R7A2020_10935	0.170	0.179
R7A2020_10940	0.246	0.224
R7A2020_10945	0.000	0.000
R7A2020_10950	0.180	0.165
R7A2020_10955	0.219	0.241
R7A2020_10960	0.194	0.195
R7A2020_10965	0.005	0.008
R7A2020_10970	0.003	0.000
R7A2020_10975	0.143	0.128
R7A2020_10980	0.004	0.016
R7A2020_10985	0.063	0.059
R7A2020_10990	0.108	0.114
R7A2020_10995	0.151	0.130
R7A2020_11000	0.207	0.194
R7A2020_11005	0.178	0.168
R7A2020_11010	0.000	0.000
R7A2020_11015	0.191	0.193
R7A2020_11020	0.172	0.162
R7A2020_11025	0.139	0.143
R7A2020_11030	0.253	0.222
R7A2020_11035	0.189	0.189
R7A2020_11040	0.115	0.115
R7A2020_11045	0.170	0.115
R7A2020_11050	0.096	0.056
R7A2020_11050	0.096	0.056
R7A2020_11055	0.143	0.175
R7A2020_11060	0.198	0.219
R7A2020_11065	0.252	0.235
R7A2020_11070	0.246	0.246
R7A2020_11075	0.139	0.183
R7A2020_11080	0.073	0.056
R7A2020_11085	0.054	0.047
R7A2020_11085	0.054	0.047
R7A2020_11090	0.155	0.140
R7A2020_11095	0.128	0.136
R7A2020_11100	0.164	0.177
R7A2020_11105	0.186	0.192
R7A2020_11110	0.172	0.164
R7A2020_11115	0.148	0.148
R7A2020_11120	0.094	0.088
R7A2020_11125	0.156	0.152
R7A2020_11130	0.162	0.171
R7A2020_11135	0.160	0.174
R7A2020_11140	0.110	0.105
R7A2020_11145	0.218	0.205
R7A2020_11150	0.169	0.141
R7A2020_11155	0.172	0.151
R7A2020_11160	0.141	0.134
R7A2020_11165	0.137	0.121
R7A2020_11170	0.155	0.146
R7A2020_11175	0.131	0.118
R7A2020_11180	0.140	0.141
R7A2020_11185	0.140	0.152
R7A2020_11190	0.159	0.140
R7A2020_11195	0.156	0.154
R7A2020_11200	0.166	0.164
R7A2020_11205	0.171	0.149
R7A2020_11210	0.160	0.172
R7A2020_11215	0.205	0.184
R7A2020_11220	0.135	0.127
R7A2020_11225	0.166	0.164
R7A2020_11230	0.136	0.139
R7A2020_11235	0.165	0.165
R7A2020_11240	0.171	0.152
R7A2020_11245	0.161	0.179
R7A2020_11250	0.139	0.186
R7A2020_11255	0.113	0.121
R7A2020_11260	0.143	0.152
R7A2020_11265	0.174	0.172
R7A2020_11270	0.131	0.122
R7A2020_11275	0.179	0.168
R7A2020_11280	0.178	0.197
R7A2020_11285	0.165	0.152
R7A2020_11290	0.167	0.120
R7A2020_11295	0.154	0.155
R7A2020_11300	0.149	0.151
R7A2020_11305	0.207	0.207
R7A2020_11310	0.217	0.214
R7A2020_11315	0.190	0.158
R7A2020_11320	0.150	0.141
R7A2020_11325	0.174	0.162
R7A2020_11330	0.180	0.164
R7A2020_11335	0.185	0.172
R7A2020_11340	0.189	0.201
R7A2020_11345	0.166	0.143
R7A2020_11350	0.184	0.144
R7A2020_11355	0.170	0.182
R7A2020_11360	0.176	0.126
R7A2020_11365	0.163	0.174
R7A2020_11370	0.181	0.137
R7A2020_11375	0.062	0.082
R7A2020_11380	0.101	0.100
R7A2020_11385	0.161	0.153
R7A2020_11390	0.104	0.104
R7A2020_11395	0.130	0.176
R7A2020_11400	0.088	0.099
R7A2020_11405	0.100	0.107
R7A2020_11410	0.120	0.118
R7A2020_11415	0.140	0.136
R7A2020_11420	0.196	0.189
R7A2020_11425	0.006	0.001
R7A2020_11430	0.080	0.073
R7A2020_11435	0.184	0.198
R7A2020_11440	0.215	0.200
R7A2020_11445	0.143	0.147
R7A2020_11450	0.210	0.169
R7A2020_11455	0.140	0.110
R7A2020_11460	0.176	0.176
R7A2020_11465	0.178	0.160
R7A2020_11470	0.155	0.146
R7A2020_11475	0.154	0.127
R7A2020_11480	0.193	0.204
R7A2020_11485	0.177	0.189
R7A2020_11490	0.135	0.135
R7A2020_11495	0.213	0.149
R7A2020_11500	0.198	0.221
R7A2020_11505	0.066	0.071
R7A2020_11505	0.066	0.071
R7A2020_11510	0.217	0.171
R7A2020_11515	0.161	0.194
R7A2020_11520	0.178	0.162
R7A2020_11525	0.189	0.185
R7A2020_11530	0.155	0.169
R7A2020_11535	0.135	0.153
R7A2020_11540	0.197	0.194
R7A2020_11545	0.161	0.116
R7A2020_11550	0.110	0.113
R7A2020_11555	0.050	0.031
R7A2020_11560	0.075	0.048
R7A2020_11565	0.001	0.000
R7A2020_11570	0.152	0.142
R7A2020_11575	0.170	0.159
R7A2020_11580	0.207	0.200
R7A2020_11585	0.121	0.128
R7A2020_11590	0.188	0.169
R7A2020_11595	0.141	0.141
R7A2020_11600	0.186	0.173
R7A2020_11605	0.176	0.206
R7A2020_11610	0.188	0.192
R7A2020_11615	0.125	0.137
R7A2020_11620	0.139	0.135
R7A2020_11625	0.053	0.037
R7A2020_11625	0.053	0.037
R7A2020_11625	0.053	0.037
R7A2020_11630	0.080	0.065
R7A2020_11635	0.102	0.111
R7A2020_11640	0.154	0.123
R7A2020_11645	0.169	0.153
R7A2020_11650	0.183	0.158
R7A2020_11655	0.154	0.135
R7A2020_11660	0.165	0.158
R7A2020_11665	0.002	0.000
R7A2020_11670	0.183	0.131
R7A2020_11675	0.191	0.143
R7A2020_11680	0.177	0.163
R7A2020_11685	0.121	0.133
R7A2020_11690	0.210	0.176
R7A2020_11695	0.202	0.178
R7A2020_11700	0.172	0.175
R7A2020_11705	0.197	0.203
R7A2020_11710	0.174	0.177
R7A2020_11715	0.183	0.179
R7A2020_11720	0.196	0.195
R7A2020_11725	0.205	0.194
R7A2020_11730	0.117	0.146
R7A2020_11735	0.001	0.001
R7A2020_11740	0.001	0.002
R7A2020_11745	0.171	0.203
R7A2020_11750	0.126	0.087
R7A2020_11755	0.164	0.175
R7A2020_11760	0.176	0.152
R7A2020_11765	0.102	0.088
R7A2020_11770	0.234	0.189
R7A2020_11775	0.189	0.176
R7A2020_11780	0.068	0.116
R7A2020_11785	0.128	0.139
R7A2020_11790	0.098	0.092
R7A2020_11795	0.155	0.159
R7A2020_11800	0.171	0.160
R7A2020_11805	0.083	0.083
R7A2020_11810	0.169	0.180
R7A2020_11815	0.129	0.136
R7A2020_11820	0.169	0.159
R7A2020_11825	0.141	0.164
R7A2020_11830	0.116	0.127
R7A2020_11835	0.113	0.122
R7A2020_11840	0.198	0.186
R7A2020_11845	0.188	0.178
R7A2020_11850	0.150	0.136
R7A2020_11855	0.153	0.170
R7A2020_11860	0.145	0.158
R7A2020_11865	0.169	0.167
R7A2020_11870	0.184	0.187
R7A2020_11875	0.135	0.161
R7A2020_11880	0.167	0.148
R7A2020_11885	0.172	0.189
R7A2020_11890	0.179	0.166
R7A2020_11895	0.179	0.188
R7A2020_11900	0.176	0.165
R7A2020_11905	0.155	0.167
R7A2020_11910	0.005	0.010
R7A2020_11915	0.158	0.191
R7A2020_11920	0.158	0.155
R7A2020_11925	0.129	0.110
R7A2020_11930	0.124	0.113
R7A2020_11935	0.124	0.127
R7A2020_11940	0.163	0.162
R7A2020_11945	0.063	0.068
R7A2020_11950	0.153	0.131
R7A2020_11955	0.142	0.130
R7A2020_11960	0.132	0.151
R7A2020_11965	0.147	0.155
R7A2020_11970	0.164	0.205
R7A2020_11975	0.193	0.180
R7A2020_11980	0.000	0.000
R7A2020_11985	0.113	0.160
R7A2020_11990	0.099	0.117
R7A2020_11995	0.122	0.117
R7A2020_12000	0.198	0.190
R7A2020_12005	0.190	0.141
