locus_tag	ins_index.NSES	ins_index.WTES
R7A2020_20015	0.179	0.155
R7A2020_20020	0.202	0.207
R7A2020_20025	0.041	0.022
R7A2020_20030	0.180	0.135
R7A2020_20035	0.133	0.129
R7A2020_20040	0.118	0.097
R7A2020_20045	0.178	0.173
R7A2020_20050	0.293	0.206
R7A2020_20055	0.178	0.127
R7A2020_20060	0.046	0.040
R7A2020_20065	0.041	0.066
R7A2020_20065	0.041	0.066
R7A2020_20065	0.041	0.066
R7A2020_20070	0.211	0.171
R7A2020_20075	0.179	0.152
R7A2020_20080	0.194	0.177
R7A2020_20085	0.113	0.126
R7A2020_20090	0.126	0.124
R7A2020_20095	0.165	0.131
R7A2020_20100	0.143	0.159
R7A2020_20105	0.186	0.184
R7A2020_20110	0.115	0.094
R7A2020_20115	0.132	0.126
R7A2020_20120	0.160	0.138
R7A2020_20125	0.204	0.178
R7A2020_20130	0.176	0.203
R7A2020_20135	0.152	0.132
R7A2020_20140	0.000	0.000
R7A2020_20145	0.155	0.112
R7A2020_20150	0.117	0.090
R7A2020_20155	0.157	0.135
R7A2020_20160	0.154	0.128
R7A2020_20165	0.198	0.193
R7A2020_20170	0.151	0.114
R7A2020_20175	0.146	0.130
R7A2020_20180	0.108	0.103
R7A2020_20180	0.108	0.103
R7A2020_20185	0.210	0.189
R7A2020_20190	0.159	0.137
R7A2020_20195	0.253	0.253
R7A2020_20200	0.165	0.182
R7A2020_20205	0.188	0.153
R7A2020_20210	0.158	0.175
R7A2020_20215	0.158	0.109
R7A2020_20220	0.000	0.000
R7A2020_20225	0.058	0.055
R7A2020_20230	0.176	0.106
R7A2020_20235	0.129	0.104
R7A2020_20240	0.159	0.126
R7A2020_20245	0.194	0.118
R7A2020_20250	0.068	0.067
R7A2020_20255	0.193	0.138
R7A2020_20260	0.160	0.117
R7A2020_20265	0.107	0.113
R7A2020_20270	0.183	0.155
R7A2020_20275	0.183	0.115
R7A2020_20280	0.125	0.116
R7A2020_20285	0.125	0.089
R7A2020_20290	0.132	0.136
R7A2020_20295	0.141	0.118
R7A2020_20300	0.137	0.154
R7A2020_20305	0.173	0.106
R7A2020_20310	0.146	0.138
R7A2020_20315	0.167	0.162
R7A2020_20320	0.155	0.122
R7A2020_20325	0.191	0.168
R7A2020_20330	0.185	0.139
R7A2020_20335	0.152	0.140
R7A2020_20340	0.131	0.159
R7A2020_20345	0.119	0.126
R7A2020_20350	0.154	0.120
R7A2020_20355	0.162	0.138
R7A2020_20360	0.144	0.143
R7A2020_20365	0.097	0.122
R7A2020_20370	0.085	0.050
R7A2020_20370	0.085	0.050
R7A2020_20370	0.085	0.050
R7A2020_20375	0.127	0.076
R7A2020_20380	0.132	0.116
R7A2020_20385	0.137	0.131
R7A2020_20390	0.158	0.151
R7A2020_20395	0.129	0.091
R7A2020_20400	0.152	0.162
R7A2020_20405	0.158	0.150
R7A2020_20410	0.157	0.142
R7A2020_20415	0.147	0.118
R7A2020_20420	0.195	0.178
R7A2020_20425	0.176	0.174
R7A2020_20430	0.188	0.188
R7A2020_20435	0.201	0.175
R7A2020_20440	0.176	0.181
R7A2020_20445	0.003	0.003
R7A2020_20450	0.160	0.159
R7A2020_20455	0.141	0.118
R7A2020_20460	0.136	0.137
R7A2020_20465	0.209	0.153
R7A2020_20470	0.092	0.062
R7A2020_20475	0.131	0.108
R7A2020_20480	0.140	0.135
R7A2020_20485	0.136	0.136
R7A2020_20490	0.125	0.102
R7A2020_20495	0.152	0.113
R7A2020_20500	0.190	0.152
R7A2020_20505	0.209	0.174
R7A2020_20510	0.098	0.112
R7A2020_20515	0.118	0.100
R7A2020_20520	0.128	0.121
R7A2020_20525	0.134	0.131
R7A2020_20530	0.105	0.116
R7A2020_20535	0.110	0.075
R7A2020_20540	0.045	0.021
R7A2020_20545	0.116	0.096
R7A2020_20550	0.109	0.121
R7A2020_20555	0.167	0.177
R7A2020_20560	0.157	0.136
R7A2020_20565	0.000	0.000
R7A2020_20570	0.153	0.135
R7A2020_20575	0.068	0.080
R7A2020_20575	0.068	0.080
R7A2020_20580	0.168	0.167
R7A2020_20585	0.132	0.104
R7A2020_20590	0.159	0.112
R7A2020_20595	0.124	0.111
R7A2020_20600	0.004	0.004
R7A2020_20605	0.167	0.148
R7A2020_20610	0.049	0.076
R7A2020_20615	0.132	0.099
R7A2020_20620	0.001	0.002
R7A2020_20625	0.052	0.060
R7A2020_20630	0.198	0.178
R7A2020_20635	0.197	0.166
R7A2020_20640	0.178	0.188
R7A2020_20645	0.153	0.120
R7A2020_20650	0.003	0.009
R7A2020_20655	0.066	0.042
R7A2020_20655	0.066	0.042
R7A2020_20660	0.001	0.001
R7A2020_20665	0.009	0.013
R7A2020_20670	0.000	0.000
R7A2020_20675	0.176	0.147
R7A2020_20680	0.001	0.001
R7A2020_20685	0.015	0.011
R7A2020_20690	0.003	0.000
R7A2020_20695	0.217	0.200
R7A2020_20700	0.140	0.131
R7A2020_20705	0.186	0.169
R7A2020_20710	0.148	0.113
R7A2020_20715	0.137	0.120
R7A2020_20720	0.000	0.001
R7A2020_20725	0.157	0.116
R7A2020_20730	0.098	0.115
R7A2020_20735	0.121	0.115
R7A2020_20740	0.137	0.116
R7A2020_20745	0.155	0.127
R7A2020_20750	0.158	0.150
R7A2020_20755	0.150	0.133
R7A2020_20760	0.114	0.138
R7A2020_20765	0.130	0.120
R7A2020_20770	0.149	0.137
R7A2020_20775	0.140	0.120
R7A2020_20780	0.170	0.163
R7A2020_20785	0.140	0.141
R7A2020_20790	0.154	0.141
R7A2020_20795	0.165	0.129
R7A2020_20800	0.163	0.150
R7A2020_20805	0.180	0.166
R7A2020_20810	0.162	0.111
R7A2020_20815	0.110	0.117
R7A2020_20820	0.069	0.063
R7A2020_20825	0.139	0.103
R7A2020_20830	0.120	0.118
R7A2020_20835	0.147	0.141
R7A2020_20840	0.110	0.110
R7A2020_20845	0.085	0.075
R7A2020_20850	0.071	0.044
R7A2020_20855	0.076	0.070
R7A2020_20860	0.076	0.083
R7A2020_20865	0.087	0.070
R7A2020_20870	0.085	0.054
R7A2020_20870	0.085	0.054
R7A2020_20875	0.080	0.078
R7A2020_20880	0.075	0.056
R7A2020_20885	0.077	0.049
R7A2020_20890	0.021	0.011
R7A2020_20895	0.042	0.024
R7A2020_20900	0.196	0.185
R7A2020_20905	0.013	0.007
R7A2020_20910	0.030	0.027
R7A2020_20915	0.050	0.056
R7A2020_20915	0.050	0.056
R7A2020_20920	0.065	0.045
R7A2020_20920	0.065	0.045
R7A2020_20925	0.060	0.056
R7A2020_20930	0.104	0.074
R7A2020_20935	0.067	0.048
R7A2020_20935	0.067	0.048
R7A2020_20940	0.056	0.028
R7A2020_20940	0.056	0.028
R7A2020_20945	0.082	0.043
R7A2020_20945	0.082	0.043
R7A2020_20950	0.099	0.080
R7A2020_20955	0.092	0.074
R7A2020_20960	0.119	0.145
R7A2020_20965	0.093	0.067
R7A2020_20970	0.023	0.017
R7A2020_20975	0.063	0.046
R7A2020_20975	0.063	0.046
R7A2020_20980	0.118	0.114
R7A2020_20985	0.120	0.098
R7A2020_20990	0.121	0.081
R7A2020_20995	0.107	0.092
R7A2020_21000	0.000	0.000
R7A2020_21005	0.000	0.000
R7A2020_21010	0.164	0.132
R7A2020_21015	0.219	0.174
R7A2020_21020	0.215	0.174
R7A2020_21025	0.182	0.166
R7A2020_21030	0.149	0.116
R7A2020_21035	0.173	0.145
R7A2020_21040	0.157	0.136
R7A2020_21045	0.186	0.171
R7A2020_21050	0.152	0.152
R7A2020_21055	0.155	0.155
R7A2020_21060	0.182	0.146
R7A2020_21065	0.115	0.096
R7A2020_21070	0.009	0.013
R7A2020_21075	0.000	0.003
R7A2020_21080	0.000	0.001
R7A2020_21085	0.164	0.138
R7A2020_21090	0.247	0.211
R7A2020_21095	0.167	0.171
R7A2020_21100	0.189	0.168
R7A2020_21105	0.148	0.121
R7A2020_21110	0.116	0.082
R7A2020_21115	0.115	0.118
R7A2020_21120	0.128	0.110
R7A2020_21125	0.160	0.136
R7A2020_21130	0.158	0.158
R7A2020_21135	0.149	0.116
R7A2020_21140	0.174	0.144
R7A2020_21145	0.008	0.003
R7A2020_21150	0.012	0.002
R7A2020_21155	0.180	0.170
R7A2020_21160	0.154	0.142
R7A2020_21165	0.170	0.200
R7A2020_21170	0.001	0.000
R7A2020_21175	0.191	0.132
R7A2020_21180	0.169	0.163
R7A2020_21185	0.205	0.189
R7A2020_21190	0.164	0.159
R7A2020_21195	0.159	0.125
R7A2020_21200	0.134	0.144
R7A2020_21205	0.155	0.141
R7A2020_21210	0.160	0.167
R7A2020_21215	0.155	0.160
R7A2020_21220	0.192	0.150
R7A2020_21225	0.187	0.156
R7A2020_21230	0.190	0.196
R7A2020_21235	0.171	0.145
R7A2020_21240	0.204	0.188
R7A2020_21245	0.162	0.147
R7A2020_21250	0.168	0.154
R7A2020_21255	0.156	0.149
R7A2020_21260	0.045	0.015
R7A2020_21265	0.179	0.140
R7A2020_21270	0.206	0.198
R7A2020_21275	0.162	0.132
R7A2020_21280	0.158	0.142
R7A2020_21285	0.163	0.143
R7A2020_21290	0.085	0.107
R7A2020_21295	0.007	0.014
R7A2020_21300	0.001	0.000
R7A2020_21305	0.000	0.000
R7A2020_21310	0.177	0.143
R7A2020_21315	0.116	0.108
R7A2020_21320	0.014	0.002
R7A2020_21325	0.171	0.155
R7A2020_21330	0.196	0.161
R7A2020_21335	0.206	0.181
R7A2020_21340	0.176	0.159
R7A2020_21345	0.148	0.157
R7A2020_21350	0.160	0.148
R7A2020_21355	0.007	0.005
R7A2020_21360	0.121	0.076
R7A2020_21365	0.000	0.000
R7A2020_21370	0.000	0.000
R7A2020_21375	0.100	0.132
R7A2020_21380	0.178	0.135
R7A2020_21385	0.169	0.143
R7A2020_21390	0.139	0.135
R7A2020_21395	0.177	0.157
R7A2020_21400	0.056	0.067
R7A2020_21400	0.056	0.067
R7A2020_21405	0.143	0.149
R7A2020_21410	0.119	0.161
R7A2020_21415	0.116	0.086
R7A2020_21420	0.117	0.117
R7A2020_21425	0.187	0.144
R7A2020_21430	0.163	0.182
R7A2020_21435	0.001	0.000
R7A2020_21440	0.118	0.103
R7A2020_21445	0.115	0.124
R7A2020_21450	0.162	0.164
R7A2020_21455	0.116	0.105
R7A2020_21460	0.048	0.071
R7A2020_21465	0.126	0.068
R7A2020_21470	0.175	0.164
R7A2020_21475	0.195	0.182
R7A2020_21480	0.141	0.170
R7A2020_21485	0.086	0.070
R7A2020_21490	0.141	0.153
R7A2020_21495	0.170	0.161
R7A2020_21500	0.172	0.142
R7A2020_21505	0.157	0.195
R7A2020_21510	0.132	0.101
R7A2020_21515	0.139	0.139
R7A2020_21520	0.153	0.145
R7A2020_21525	0.169	0.143
R7A2020_21530	0.168	0.139
R7A2020_21535	0.152	0.160
R7A2020_21540	0.089	0.094
R7A2020_21545	0.145	0.137
R7A2020_21550	0.096	0.060
R7A2020_21555	0.000	0.000
R7A2020_21560	0.179	0.156
R7A2020_21565	0.000	0.000
R7A2020_21570	0.146	0.154
R7A2020_21575	0.152	0.156
R7A2020_21580	0.012	0.005
R7A2020_21585	0.096	0.090
R7A2020_21590	0.143	0.126
R7A2020_21595	0.135	0.111
R7A2020_21600	0.131	0.125
R7A2020_21605	0.094	0.109
R7A2020_21610	0.172	0.141
R7A2020_21615	0.019	0.012
R7A2020_21620	0.096	0.077
R7A2020_21625	0.139	0.130
R7A2020_21630	0.000	0.000
R7A2020_21635	0.096	0.106
R7A2020_21640	0.151	0.145
R7A2020_21645	0.156	0.130
R7A2020_21650	0.173	0.147
R7A2020_21655	0.135	0.104
R7A2020_21660	0.127	0.125
R7A2020_21665	0.157	0.141
R7A2020_21670	0.174	0.161
R7A2020_21675	0.180	0.149
R7A2020_21680	0.157	0.174
R7A2020_21685	0.118	0.110
R7A2020_21690	0.150	0.137
R7A2020_21695	0.163	0.147
R7A2020_21700	0.092	0.080
R7A2020_21705	0.013	0.012
R7A2020_21710	0.036	0.035
R7A2020_21715	0.188	0.166
R7A2020_21720	0.151	0.147
R7A2020_21725	0.203	0.160
R7A2020_21730	0.174	0.146
R7A2020_21735	0.150	0.167
R7A2020_21740	0.188	0.177
R7A2020_21745	0.202	0.179
R7A2020_21750	0.119	0.156
R7A2020_21755	0.145	0.124
R7A2020_21760	0.135	0.097
R7A2020_21765	0.112	0.102
R7A2020_21770	0.145	0.124
R7A2020_21775	0.128	0.128
R7A2020_21780	0.101	0.096
R7A2020_21785	0.072	0.076
R7A2020_21790	0.156	0.127
R7A2020_21795	0.135	0.125
R7A2020_21800	0.145	0.119
R7A2020_21805	0.119	0.106
R7A2020_21810	0.149	0.152
R7A2020_21815	0.170	0.166
R7A2020_21820	0.153	0.130
R7A2020_21825	0.140	0.149
R7A2020_21830	0.139	0.126
R7A2020_21835	0.126	0.124
R7A2020_21840	0.149	0.131
R7A2020_21845	0.150	0.112
R7A2020_21850	0.149	0.120
R7A2020_21855	0.120	0.111
R7A2020_21860	0.129	0.140
R7A2020_21865	0.118	0.125
R7A2020_21870	0.156	0.153
R7A2020_21875	0.141	0.136
R7A2020_21880	0.181	0.154
R7A2020_21885	0.190	0.183
R7A2020_21890	0.123	0.152
R7A2020_21895	0.170	0.142
R7A2020_21900	0.195	0.174
R7A2020_21905	0.184	0.148
R7A2020_21910	0.110	0.125
R7A2020_21915	0.001	0.000
R7A2020_21920	0.000	0.000
R7A2020_21925	0.007	0.001
R7A2020_21930	0.129	0.105
R7A2020_21935	0.195	0.143
R7A2020_21940	0.157	0.124
R7A2020_21945	0.132	0.110
R7A2020_21950	0.150	0.136
R7A2020_21955	0.161	0.145
R7A2020_21960	0.137	0.108
R7A2020_21965	0.149	0.167
R7A2020_21970	0.193	0.145
R7A2020_21975	0.222	0.189
R7A2020_21980	0.180	0.172
R7A2020_21985	0.165	0.159
R7A2020_21990	0.127	0.115
R7A2020_21995	0.005	0.003
R7A2020_22000	0.132	0.111
R7A2020_22005	0.000	0.000
R7A2020_22010	0.126	0.137
R7A2020_22015	0.258	0.187
R7A2020_22020	0.145	0.146
R7A2020_22025	0.154	0.173
R7A2020_22030	0.000	0.000
R7A2020_22035	0.206	0.161
R7A2020_22040	0.153	0.128
R7A2020_22045	0.204	0.154
R7A2020_22050	0.157	0.140
R7A2020_22055	0.104	0.098
R7A2020_22060	0.125	0.117
R7A2020_22065	0.139	0.109
R7A2020_22070	0.132	0.117
R7A2020_22075	0.199	0.181
R7A2020_22080	0.139	0.084
R7A2020_22085	0.169	0.159
R7A2020_22090	0.143	0.130
R7A2020_22095	0.211	0.190
R7A2020_22100	0.146	0.146
R7A2020_22105	0.192	0.185
R7A2020_22110	0.184	0.191
R7A2020_22115	0.169	0.164
R7A2020_22120	0.210	0.183
R7A2020_22125	0.188	0.163
R7A2020_22130	0.172	0.165
R7A2020_22135	0.175	0.167
R7A2020_22140	0.145	0.121
R7A2020_22145	0.147	0.132
R7A2020_22150	0.155	0.159
R7A2020_22155	0.159	0.136
R7A2020_22160	0.161	0.120
R7A2020_22165	0.000	0.079
R7A2020_22165	0.000	0.079
R7A2020_22170	0.011	0.146
R7A2020_22175	0.170	0.148
R7A2020_22180	0.186	0.164
R7A2020_22185	0.194	0.197
R7A2020_22190	0.187	0.168
R7A2020_22195	0.172	0.162
R7A2020_22200	0.180	0.185
R7A2020_22205	0.188	0.179
R7A2020_22210	0.150	0.134
R7A2020_22215	0.194	0.151
R7A2020_22220	0.113	0.106
R7A2020_22225	0.095	0.115
R7A2020_22230	0.123	0.103
R7A2020_22235	0.084	0.084
R7A2020_22240	0.173	0.176
R7A2020_22245	0.165	0.158
R7A2020_22250	0.105	0.123
R7A2020_22255	0.222	0.228
R7A2020_22260	0.218	0.202
R7A2020_22265	0.183	0.161
R7A2020_22270	0.098	0.112
R7A2020_22275	0.194	0.230
R7A2020_22280	0.184	0.179
R7A2020_22285	0.081	0.056
R7A2020_22290	0.002	0.003
R7A2020_22295	0.139	0.106
R7A2020_22300	0.096	0.111
R7A2020_22305	0.099	0.108
R7A2020_22310	0.050	0.056
R7A2020_22310	0.050	0.056
R7A2020_22315	0.064	0.064
R7A2020_22320	0.037	0.022
R7A2020_22325	0.106	0.092
R7A2020_22330	0.090	0.076
R7A2020_22335	0.003	0.000
R7A2020_22340	0.019	0.006
R7A2020_22345	0.125	0.122
R7A2020_22350	0.107	0.099
R7A2020_22355	0.159	0.160
R7A2020_22360	0.138	0.137
R7A2020_22365	0.142	0.118
R7A2020_22370	0.085	0.095
R7A2020_22375	0.240	0.202
R7A2020_22380	0.175	0.148
R7A2020_22385	0.209	0.192
R7A2020_22390	0.189	0.172
R7A2020_22395	0.138	0.126
R7A2020_22400	0.161	0.185
R7A2020_22405	0.177	0.139
R7A2020_22410	0.143	0.107
R7A2020_22415	0.178	0.174
R7A2020_22420	0.098	0.078
R7A2020_22425	0.172	0.149
R7A2020_22430	0.180	0.155
R7A2020_22435	0.177	0.187
R7A2020_22440	0.155	0.164
R7A2020_22445	0.155	0.132
R7A2020_22450	0.101	0.106
R7A2020_22455	0.138	0.118
R7A2020_22460	0.167	0.169
R7A2020_22465	0.174	0.135
R7A2020_22470	0.147	0.151
R7A2020_22475	0.100	0.094
R7A2020_22480	0.074	0.084
R7A2020_22485	0.173	0.145
R7A2020_22490	0.084	0.089
R7A2020_22495	0.163	0.140
R7A2020_22500	0.160	0.130
R7A2020_22505	0.186	0.127
R7A2020_22510	0.155	0.143
R7A2020_22515	0.068	0.123
R7A2020_22520	0.075	0.092
R7A2020_22525	0.017	0.024
R7A2020_22530	0.111	0.129
R7A2020_22535	0.204	0.196
R7A2020_22540	0.116	0.116
R7A2020_22545	0.178	0.175
R7A2020_22550	0.218	0.133
R7A2020_22555	0.084	0.084
R7A2020_22560	0.114	0.079
R7A2020_22565	0.105	0.086
R7A2020_22570	0.141	0.112
R7A2020_22575	0.140	0.129
R7A2020_22580	0.129	0.164
R7A2020_22585	0.117	0.082
R7A2020_22590	0.084	0.075
R7A2020_22590	0.084	0.075
R7A2020_22595	0.130	0.119
R7A2020_22600	0.171	0.132
R7A2020_22605	0.164	0.147
R7A2020_22610	0.130	0.125
R7A2020_22615	0.138	0.138
R7A2020_22620	0.104	0.135
R7A2020_22625	0.179	0.148
R7A2020_22630	0.173	0.153
R7A2020_22635	0.177	0.180
R7A2020_22640	0.149	0.131
R7A2020_22645	0.144	0.162
R7A2020_22650	0.183	0.153
R7A2020_22655	0.173	0.124
R7A2020_22660	0.147	0.162
R7A2020_22665	0.158	0.130
R7A2020_22670	0.180	0.144
R7A2020_22675	0.211	0.152
R7A2020_22680	0.148	0.165
R7A2020_22685	0.078	0.084
R7A2020_22690	0.140	0.125
R7A2020_22695	0.129	0.117
R7A2020_22700	0.098	0.101
R7A2020_22705	0.125	0.101
R7A2020_22710	0.053	0.037
R7A2020_22710	0.053	0.037
R7A2020_22715	0.121	0.119
R7A2020_22720	0.167	0.156
R7A2020_22725	0.128	0.108
R7A2020_22730	0.149	0.133
R7A2020_22735	0.127	0.155
R7A2020_22740	0.107	0.102
R7A2020_22745	0.138	0.169
R7A2020_22750	0.107	0.095
R7A2020_22755	0.085	0.116
R7A2020_22760	0.109	0.101
R7A2020_22765	0.008	0.016
R7A2020_22770	0.145	0.107
R7A2020_22775	0.109	0.091
R7A2020_22780	0.031	0.044
R7A2020_22785	0.000	0.000
R7A2020_22790	0.040	0.031
R7A2020_22795	0.092	0.032
R7A2020_22795	0.092	0.032
R7A2020_22800	0.048	0.017
R7A2020_22805	0.000	0.000
R7A2020_22810	0.036	0.040
R7A2020_22815	0.035	0.028
R7A2020_22820	0.092	0.092
R7A2020_22825	0.107	0.131
R7A2020_22830	0.132	0.081
R7A2020_22835	0.167	0.159
R7A2020_22840	0.015	0.000
R7A2020_22845	0.130	0.157
R7A2020_22850	0.030	0.000
R7A2020_22855	0.232	0.200
R7A2020_22860	0.193	0.174
R7A2020_22865	0.146	0.225
R7A2020_22870	0.003	0.002
R7A2020_22875	0.144	0.118
R7A2020_22880	0.212	0.187
R7A2020_22885	0.123	0.128
R7A2020_22890	0.176	0.154
R7A2020_22895	0.166	0.136
R7A2020_22900	0.113	0.137
R7A2020_22905	0.097	0.106
R7A2020_22910	0.108	0.138
R7A2020_22915	0.109	0.086
R7A2020_22920	0.147	0.131
R7A2020_22925	0.200	0.182
R7A2020_22930	0.140	0.134
R7A2020_22935	0.179	0.176
R7A2020_22940	0.155	0.117
R7A2020_22945	0.163	0.142
R7A2020_22950	0.175	0.153
R7A2020_22955	0.087	0.094
R7A2020_22960	0.119	0.119
R7A2020_22965	0.127	0.103
R7A2020_22970	0.177	0.158
R7A2020_22975	0.201	0.208
R7A2020_22980	0.199	0.192
R7A2020_22985	0.132	0.150
R7A2020_22990	0.155	0.132
R7A2020_22995	0.150	0.147
R7A2020_23000	0.163	0.163
R7A2020_23005	0.067	0.060
R7A2020_23005	0.067	0.060
R7A2020_23010	0.040	0.046
R7A2020_23015	0.170	0.170
R7A2020_23020	0.143	0.126
R7A2020_23025	0.113	0.075
R7A2020_23030	0.183	0.165
R7A2020_23035	0.175	0.164
R7A2020_23040	0.077	0.116
R7A2020_23045	0.000	0.006
R7A2020_23050	0.160	0.166
R7A2020_23055	0.172	0.152
R7A2020_23060	0.145	0.149
R7A2020_23065	0.002	0.000
R7A2020_23070	0.131	0.114
R7A2020_23075	0.144	0.095
R7A2020_23080	0.082	0.086
R7A2020_23085	0.100	0.148
R7A2020_23090	0.147	0.120
R7A2020_23095	0.120	0.088
R7A2020_23100	0.143	0.139
R7A2020_23105	0.183	0.147
R7A2020_23110	0.213	0.185
R7A2020_23115	0.103	0.107
R7A2020_23120	0.124	0.124
R7A2020_23125	0.129	0.107
R7A2020_23130	0.108	0.097
R7A2020_23135	0.171	0.174
R7A2020_23140	0.158	0.142
R7A2020_23145	0.167	0.196
R7A2020_23150	0.100	0.097
R7A2020_23155	0.175	0.162
R7A2020_23160	0.146	0.146
R7A2020_23165	0.150	0.136
R7A2020_23170	0.132	0.126
R7A2020_23175	0.193	0.166
R7A2020_23180	0.153	0.116
R7A2020_23185	0.162	0.154
R7A2020_23190	0.165	0.173
R7A2020_23195	0.153	0.144
R7A2020_23200	0.003	0.000
R7A2020_23205	0.163	0.146
R7A2020_23210	0.002	0.001
R7A2020_23215	0.001	0.002
R7A2020_23220	0.000	0.000
R7A2020_23225	0.001	0.000
R7A2020_23230	0.113	0.091
R7A2020_23235	0.172	0.118
R7A2020_23240	0.135	0.124
R7A2020_23245	0.002	0.000
R7A2020_23250	0.131	0.127
R7A2020_23255	0.069	0.065
R7A2020_23260	0.001	0.000
R7A2020_23265	0.000	0.000
R7A2020_23270	0.000	0.000
R7A2020_23275	0.002	0.001
R7A2020_23280	0.186	0.185
R7A2020_23285	0.160	0.150
R7A2020_23290	0.002	0.000
R7A2020_23295	0.005	0.000
R7A2020_23300	0.066	0.056
R7A2020_23305	0.186	0.147
R7A2020_23310	0.178	0.170
R7A2020_23315	0.204	0.167
R7A2020_23320	0.168	0.155
R7A2020_23325	0.231	0.215
R7A2020_23330	0.210	0.200
R7A2020_23335	0.000	0.000
R7A2020_23340	0.168	0.159
R7A2020_23345	0.068	0.074
R7A2020_23350	0.140	0.130
R7A2020_23355	0.113	0.148
R7A2020_23360	0.181	0.191
R7A2020_23365	0.164	0.174
R7A2020_23370	0.165	0.176
R7A2020_23375	0.189	0.183
R7A2020_23380	0.109	0.094
R7A2020_23385	0.167	0.155
R7A2020_23390	0.173	0.161
R7A2020_23395	0.026	0.043
R7A2020_23400	0.015	0.020
R7A2020_23405	0.170	0.161
R7A2020_23410	0.128	0.084
R7A2020_23415	0.158	0.133
R7A2020_23420	0.141	0.091
R7A2020_23425	0.150	0.145
R7A2020_23430	0.149	0.140
R7A2020_23435	0.147	0.140
R7A2020_23440	0.106	0.111
R7A2020_23445	0.193	0.153
R7A2020_23450	0.139	0.121
R7A2020_23455	0.186	0.186
R7A2020_23460	0.165	0.146
R7A2020_23465	0.157	0.143
R7A2020_23470	0.192	0.174
R7A2020_23475	0.167	0.145
R7A2020_23480	0.169	0.167
R7A2020_23485	0.191	0.164
R7A2020_23490	0.001	0.000
R7A2020_23495	0.075	0.112
R7A2020_23500	0.174	0.154
R7A2020_23505	0.191	0.186
R7A2020_23510	0.118	0.133
R7A2020_23515	0.090	0.086
R7A2020_23520	0.205	0.178
R7A2020_23525	0.170	0.172
R7A2020_23530	0.016	0.022
R7A2020_23535	0.179	0.170
R7A2020_23540	0.160	0.138
R7A2020_23545	0.156	0.139
R7A2020_23550	0.174	0.194
R7A2020_23555	0.172	0.145
R7A2020_23560	0.174	0.160
R7A2020_23565	0.112	0.124
R7A2020_23570	0.148	0.120
R7A2020_23575	0.110	0.098
R7A2020_23580	0.055	0.043
R7A2020_23580	0.055	0.043
R7A2020_23585	0.167	0.140
R7A2020_23590	0.181	0.172
R7A2020_23595	0.108	0.054
R7A2020_23595	0.108	0.054
R7A2020_23600	0.140	0.134
R7A2020_23605	0.139	0.127
R7A2020_23610	0.019	0.013
R7A2020_23615	0.012	0.010
R7A2020_23620	0.002	0.000
R7A2020_23625	0.000	0.003
R7A2020_23630	0.090	0.084
R7A2020_23635	0.126	0.111
R7A2020_23640	0.115	0.132
R7A2020_23645	0.083	0.083
R7A2020_23650	0.012	0.000
R7A2020_23655	0.109	0.119
R7A2020_23660	0.184	0.170
R7A2020_23665	0.166	0.176
R7A2020_23670	0.159	0.126
R7A2020_23675	0.150	0.156
R7A2020_23680	0.074	0.056
R7A2020_23680	0.074	0.056
R7A2020_23685	0.000	0.003
R7A2020_23690	0.191	0.164
R7A2020_23695	0.163	0.170
R7A2020_23700	0.168	0.148
R7A2020_23705	0.187	0.189
R7A2020_23710	0.026	0.013
R7A2020_23715	0.002	0.006
R7A2020_23720	0.161	0.117
R7A2020_23725	0.115	0.111
R7A2020_23730	0.193	0.181
R7A2020_23735	0.139	0.137
R7A2020_23740	0.165	0.136
R7A2020_23745	0.126	0.121
R7A2020_23750	0.131	0.088
R7A2020_23755	0.121	0.111
R7A2020_23760	0.144	0.129
R7A2020_23765	0.115	0.113
R7A2020_23770	0.149	0.133
R7A2020_23775	0.127	0.134
R7A2020_23780	0.150	0.136
R7A2020_23785	0.148	0.146
R7A2020_23790	0.123	0.140
R7A2020_23795	0.134	0.124
R7A2020_23800	0.119	0.134
R7A2020_23805	0.174	0.108
R7A2020_23810	0.183	0.160
R7A2020_23815	0.166	0.153
R7A2020_23820	0.136	0.169
R7A2020_23825	0.030	0.020
R7A2020_23830	0.073	0.109
R7A2020_23835	0.106	0.106
R7A2020_23840	0.000	0.000
R7A2020_23845	0.175	0.197
R7A2020_23850	0.198	0.170
R7A2020_23855	0.171	0.158
R7A2020_23860	0.168	0.156
R7A2020_23865	0.004	0.005
R7A2020_23870	0.108	0.147
R7A2020_23875	0.146	0.143
R7A2020_23880	0.164	0.145
R7A2020_23885	0.144	0.111
R7A2020_23890	0.148	0.135
R7A2020_23895	0.138	0.118
R7A2020_23900	0.112	0.096
R7A2020_23905	0.108	0.082
R7A2020_23910	0.144	0.140
R7A2020_23915	0.209	0.134
R7A2020_23920	0.119	0.111
R7A2020_23925	0.139	0.134
R7A2020_23930	0.008	0.000
R7A2020_23935	0.103	0.126
R7A2020_23940	0.146	0.124
R7A2020_23945	0.163	0.137
R7A2020_23950	0.161	0.161
R7A2020_23955	0.133	0.122
R7A2020_23960	0.156	0.158
R7A2020_23965	0.167	0.173
R7A2020_23970	0.160	0.163
R7A2020_23975	0.198	0.160
R7A2020_23980	0.125	0.140
R7A2020_23985	0.152	0.147
R7A2020_23990	0.142	0.144
R7A2020_23995	0.195	0.173
R7A2020_24000	0.122	0.124
