locus_tag	ins_index.NSTY	ins_index.WTTY
R7A2020_28005	0.069	0.064
R7A2020_28010	0.034	0.047
R7A2020_28015	0.046	0.054
R7A2020_28020	0.053	0.058
R7A2020_28025	0.037	0.045
R7A2020_28030	0.016	0.023
R7A2020_28035	0.050	0.052
R7A2020_28040	0.046	0.050
R7A2020_28045	0.042	0.038
R7A2020_28050	0.036	0.037
R7A2020_28055	0.052	0.045
R7A2020_28060	0.037	0.056
R7A2020_28065	0.048	0.048
R7A2020_28070	0.033	0.036
R7A2020_28075	0.026	0.044
R7A2020_28080	0.038	0.044
R7A2020_28085	0.044	0.051
R7A2020_28090	0.004	0.011
R7A2020_28090	0.004	0.011
R7A2020_28095	0.040	0.050
R7A2020_28100	0.040	0.073
R7A2020_28105	0.030	0.035
R7A2020_28110	0.021	0.043
R7A2020_28115	0.039	0.030
R7A2020_28120	0.043	0.048
R7A2020_28125	0.054	0.054
R7A2020_28130	0.047	0.064
R7A2020_28135	0.031	0.036
R7A2020_28140	0.062	0.048
R7A2020_28145	0.044	0.047
R7A2020_28150	0.051	0.055
R7A2020_28155	0.047	0.072
R7A2020_28160	0.050	0.036
R7A2020_28165	0.052	0.058
R7A2020_28170	0.052	0.046
R7A2020_28175	0.032	0.021
R7A2020_28180	0.036	0.038
R7A2020_28185	0.047	0.052
R7A2020_28190	0.047	0.058
R7A2020_28195	0.042	0.050
R7A2020_28200	0.047	0.044
R7A2020_28205	0.042	0.045
R7A2020_28210	0.040	0.040
R7A2020_28215	0.031	0.041
R7A2020_28220	0.041	0.041
R7A2020_28225	0.027	0.039
R7A2020_28230	0.043	0.049
R7A2020_28235	0.033	0.054
R7A2020_28240	0.047	0.075
R7A2020_28245	0.038	0.038
R7A2020_28250	0.036	0.050
R7A2020_28255	0.055	0.054
R7A2020_28260	0.058	0.058
R7A2020_28265	0.053	0.063
R7A2020_28270	0.048	0.072
R7A2020_28275	0.000	0.000
R7A2020_28280	0.046	0.046
R7A2020_28285	0.015	0.008
R7A2020_28290	0.053	0.053
R7A2020_28295	0.011	0.019
R7A2020_28300	0.063	0.060
R7A2020_28305	0.048	0.036
R7A2020_28310	0.055	0.052
R7A2020_28315	0.041	0.033
R7A2020_28320	0.069	0.070
R7A2020_28325	0.063	0.065
R7A2020_28330	0.049	0.067
R7A2020_28335	0.043	0.058
R7A2020_28340	0.011	0.042
R7A2020_28345	0.056	0.072
R7A2020_28350	0.045	0.053
R7A2020_28355	0.052	0.050
R7A2020_28360	0.038	0.042
R7A2020_28365	0.057	0.035
R7A2020_28370	0.034	0.027
R7A2020_28375	0.038	0.059
R7A2020_28380	0.044	0.057
R7A2020_28385	0.053	0.048
R7A2020_28390	0.045	0.048
R7A2020_28395	0.040	0.051
R7A2020_28400	0.007	0.001
R7A2020_28405	0.060	0.061
R7A2020_28410	0.041	0.049
R7A2020_28415	0.052	0.062
R7A2020_28420	0.046	0.074
R7A2020_28425	0.080	0.064
R7A2020_28430	0.066	0.049
R7A2020_28435	0.060	0.059
R7A2020_28440	0.060	0.039
R7A2020_28445	0.056	0.052
R7A2020_28450	0.060	0.040
R7A2020_28455	0.046	0.058
R7A2020_28460	0.067	0.050
R7A2020_28465	0.043	0.051
R7A2020_28470	0.047	0.035
R7A2020_28475	0.043	0.027
R7A2020_28480	0.049	0.046
R7A2020_28485	0.053	0.047
R7A2020_28490	0.029	0.042
R7A2020_28495	0.028	0.036
R7A2020_28500	0.046	0.046
R7A2020_28505	0.038	0.044
R7A2020_28510	0.094	0.057
R7A2020_28515	0.063	0.054
R7A2020_28520	0.044	0.037
R7A2020_28525	0.034	0.046
R7A2020_28530	0.036	0.035
R7A2020_28535	0.072	0.055
R7A2020_28540	0.022	0.030
R7A2020_28545	0.025	0.034
R7A2020_28550	0.062	0.060
R7A2020_28555	0.037	0.063
R7A2020_28560	0.041	0.035
R7A2020_28565	0.054	0.058
R7A2020_28570	0.040	0.045
R7A2020_28575	0.047	0.045
R7A2020_28580	0.038	0.046
R7A2020_28585	0.052	0.053
R7A2020_28590	0.140	0.141
R7A2020_28595	0.070	0.057
R7A2020_28600	0.052	0.051
R7A2020_28605	0.052	0.060
R7A2020_28610	0.060	0.060
R7A2020_28615	0.048	0.046
R7A2020_28620	0.041	0.079
R7A2020_28625	0.051	0.076
R7A2020_28630	0.000	0.000
R7A2020_28635	0.024	0.038
R7A2020_28640	0.000	0.000
R7A2020_28645	0.019	0.027
R7A2020_28650	0.010	0.008
R7A2020_28650	0.010	0.008
R7A2020_28655	0.060	0.046
R7A2020_28660	0.040	0.030
R7A2020_28665	0.000	0.000
R7A2020_28670	0.002	0.004
R7A2020_28675	0.029	0.041
R7A2020_28680	0.056	0.069
R7A2020_28685	0.046	0.048
R7A2020_28690	0.058	0.071
R7A2020_28695	0.057	0.063
R7A2020_28700	0.041	0.057
R7A2020_28705	0.048	0.046
R7A2020_28710	0.039	0.057
R7A2020_28715	0.054	0.053
R7A2020_28720	0.046	0.051
R7A2020_28725	0.045	0.053
R7A2020_28730	0.063	0.056
R7A2020_28735	0.044	0.054
R7A2020_28740	0.055	0.059
R7A2020_28745	0.015	0.000
R7A2020_30980	0.040	0.060
R7A2020_30985	0.043	0.042
R7A2020_30990	0.036	0.073
R7A2020_30995	0.027	0.023
R7A2020_31000	0.058	0.062
R7A2020_31005	0.055	0.043
R7A2020_31010	0.038	0.040
R7A2020_31015	0.048	0.061
R7A2020_31020	0.040	0.032
R7A2020_31025	0.051	0.037
R7A2020_31030	0.058	0.064
R7A2020_31035	0.048	0.056
R7A2020_31040	0.040	0.048
R7A2020_31045	0.028	0.035
R7A2020_31050	0.059	0.061
R7A2020_31055	0.061	0.064
R7A2020_31060	0.048	0.074
R7A2020_31065	0.067	0.064
R7A2020_31070	0.055	0.037
R7A2020_31075	0.065	0.078
R7A2020_31080	0.058	0.057
R7A2020_31085	0.056	0.054
R7A2020_31090	0.055	0.065
R7A2020_31095	0.013	0.019
R7A2020_31100	0.053	0.063
R7A2020_31105	0.033	0.022
R7A2020_31110	0.062	0.060
R7A2020_31115	0.024	0.046
R7A2020_31120	0.064	0.079
R7A2020_31125	0.051	0.060
R7A2020_31130	0.056	0.053
R7A2020_31135	0.050	0.043
R7A2020_31140	0.052	0.039
R7A2020_31145	0.030	0.027
R7A2020_31150	0.047	0.030
R7A2020_31155	0.040	0.058
R7A2020_31160	0.049	0.060
R7A2020_31165	0.069	0.055
R7A2020_31170	0.040	0.062
R7A2020_31175	0.080	0.065
R7A2020_31180	0.048	0.033
R7A2020_31185	0.066	0.077
R7A2020_31190	0.053	0.053
R7A2020_31195	0.054	0.061
R7A2020_31200	0.061	0.053
R7A2020_31205	0.040	0.039
R7A2020_31210	0.031	0.031
R7A2020_31215	0.020	0.031
R7A2020_31220	0.037	0.035
R7A2020_31225	0.055	0.065
R7A2020_31230	0.074	0.069
R7A2020_31235	0.050	0.063
R7A2020_31240	0.053	0.047
R7A2020_31245	0.046	0.051
R7A2020_31250	0.056	0.049
R7A2020_31255	0.036	0.042
R7A2020_31260	0.021	0.021
R7A2020_31265	0.064	0.057
R7A2020_31270	0.033	0.036
R7A2020_31275	0.043	0.053
R7A2020_31280	0.000	0.000
R7A2020_31285	0.025	0.026
R7A2020_31290	0.000	0.000
R7A2020_31295	0.064	0.055
R7A2020_31300	0.002	0.002
R7A2020_31305	0.007	0.009
R7A2020_31310	0.052	0.048
R7A2020_31315	0.042	0.044
R7A2020_31320	0.040	0.042
R7A2020_31325	0.061	0.055
R7A2020_31330	0.052	0.046
R7A2020_31335	0.048	0.054
R7A2020_31340	0.000	0.000
R7A2020_31345	0.060	0.060
R7A2020_31350	0.062	0.066
R7A2020_31355	0.052	0.060
R7A2020_31360	0.032	0.053
R7A2020_31365	0.039	0.055
R7A2020_31370	0.063	0.059
R7A2020_31375	0.054	0.064
R7A2020_31380	0.060	0.073
R7A2020_31385	0.073	0.068
R7A2020_31390	0.051	0.059
R7A2020_31395	0.040	0.047
R7A2020_31400	0.068	0.071
R7A2020_31405	0.077	0.078
R7A2020_31410	0.057	0.051
R7A2020_31415	0.073	0.069
R7A2020_31420	0.048	0.065
R7A2020_31425	0.032	0.021
R7A2020_31430	0.034	0.049
R7A2020_31435	0.059	0.057
R7A2020_31440	0.059	0.075
R7A2020_31445	0.064	0.057
R7A2020_31450	0.058	0.062
R7A2020_31455	0.080	0.086
R7A2020_31460	0.061	0.048
R7A2020_31465	0.064	0.067
R7A2020_31470	0.062	0.055
R7A2020_31475	0.074	0.074
R7A2020_31480	0.056	0.068
R7A2020_31485	0.079	0.067
R7A2020_31490	0.075	0.053
R7A2020_31495	0.056	0.041
R7A2020_31500	0.013	0.007
R7A2020_31500	0.013	0.007
R7A2020_31500	0.013	0.007
R7A2020_31505	0.078	0.067
R7A2020_31510	0.050	0.064
R7A2020_31515	0.077	0.070
R7A2020_31520	0.079	0.069
R7A2020_31525	0.059	0.045
R7A2020_31530	0.069	0.051
R7A2020_31535	0.059	0.047
R7A2020_31540	0.000	0.000
